index,loss,time,partition
1,0.125,1.2071428000053857,
2,0.0,0.43545889999950305,
3,0.1666666716337204,0.41111389998695813,
4,0.0,0.1839075000025332,
5,0.0,0.1546292999992147,
6,0.0,0.06453060000785626,
7,0.125,0.4826658999954816,
8,0.1666666716337204,0.43780129999504425,
9,0.0,0.1654947000206448,
10,0.1666666716337204,0.17424920000485145,
11,0.0,0.05312860000412911,
12,0.0,0.06201150000561029,
13,0.0,0.02726760000223294,
14,0.1666666716337204,0.14779469999484718,
15,0.125,0.3903920000011567,
16,0.0,0.1514010000100825,
17,0.1666666716337204,0.14580680002109148,
18,0.0,0.0583796999999322,
19,0.0,0.0716717999894172,
20,0.0,0.023632199998246506,
21,0.125,0.1651209999981802,
22,0.3333333432674408,0.13321950001409277,
23,0.0,0.05078099999809638,
24,0.1666666716337204,0.06585939999786206,
25,0.0,0.01868909999029711,
26,0.0,0.028282999992370605,
27,0.0,0.01846550000482239,
28,0.1666666865348816,0.07179850002285093,
29,0.0,0.1397669000143651,
30,0.0,0.06089510000310838,
31,0.0,0.1374218999990262,
32,0.0,0.021885200025280938,
33,0.0833333283662796,0.0194385000213515,
34,0.0,0.017826399998739362,
35,0.0,0.047878900018986315,
36,0.1666666716337204,0.04281559999799356,
37,0.1666666567325592,0.028428500023437664,
38,0.25,0.027545699995243922,
39,0.1666666567325592,0.012430300004780293,
40,0.1666666567325592,0.01717159998952411,
41,0.3333333432674408,0.004983400023775175,
42,0.0,0.02627319999737665,
43,0.125,0.4359567000064999,
44,0.0,0.14122069999575615,
45,0.2083333432674408,0.15096599998651072,
46,0.0,0.056733000004896894,
47,0.0,0.06402980000711977,
48,0.0,0.019564299989724532,
49,0.0,0.14497369999298826,
