index,loss,time,partition
1,0.125,0.3418807918205857,
2,0.0,0.1251367498189211,
3,0.1666666716337204,0.13009658316150308,
4,0.0,0.040099124889820814,
5,0.0,0.03976279217749834,
6,0.0,0.014703290536999702,
7,0.125,0.1170817082747817,
8,0.1666666716337204,0.10071179224178195,
9,0.0,0.03442991664633155,
10,0.1666666716337204,0.033909874968230724,
11,0.0,0.013167040888220072,
12,0.0,0.013014458119869232,
13,0.0,0.0044295829720795155,
14,0.1666666716337204,0.03609004197642207,
15,0.125,0.11553008295595646,
16,0.0,0.035228250082582235,
17,0.1666666716337204,0.038852875120937824,
18,0.0,0.012665375135838985,
19,0.0,0.012474542018026114,
20,0.0,0.004872624762356281,
21,0.125,0.034665165934711695,
22,0.3333333432674408,0.031600458081811666,
23,0.0,0.010595208033919334,
24,0.1666666716337204,0.011398875154554844,
25,0.0,0.00425933301448822,
26,0.0,0.003849500324577093,
27,0.0,0.0017467080615460873,
28,0.1666666865348816,0.011144499760121107,
29,0.0,0.031131249852478504,
30,0.0,0.011139125097543001,
31,0.0,0.011061207856982946,
32,0.0,0.004309459123760462,
33,0.0833333283662796,0.004071541130542755,
34,0.0,0.001527958083897829,
35,0.0,0.011546583846211433,
36,0.1666666716337204,0.009345041122287512,
37,0.1666666567325592,0.0033137500286102295,
38,0.25,0.0037417500279843807,
39,0.1666666567325592,0.001696959137916565,
40,0.1666666567325592,0.001451125368475914,
41,0.3333333432674408,0.0006497078575193882,
42,0.0,0.003461624961346388,
43,0.125,0.10620416607707739,
44,0.0,0.036989124957472086,
45,0.2083333432674408,0.03454345837235451,
46,0.0,0.013955708127468824,
47,0.0,0.012559374794363976,
48,0.0,0.0043377080000936985,
49,0.0,0.0365493749268353,
