index,loss,time,partition
1,0.47265625,0.022764749825000763,
2,0.0048828125,0.012502666097134352,
3,0.0048828125,0.01278383331373334,
4,0.01171875,0.007713790982961655,
5,0.015625,0.003457125276327133,
6,0.00390625,0.0032419171184301376,
7,0.005859375,0.004940083250403404,
8,0.47265625,0.022250584326684475,
9,0.0048828125,0.011529542040079832,
10,0.0048828125,0.011528125032782555,
11,0.01171875,0.0073685417883098125,
12,0.015625,0.002934959251433611,
13,0.00390625,0.0031268750317394733,
14,0.01953125,0.004528374876827002,
15,0.47265625,0.02197908377274871,
16,0.0048828125,0.01117795892059803,
17,0.0048828125,0.012229416985064745,
18,0.01171875,0.007326375227421522,
19,0.015625,0.00312570808455348,
20,0.00390625,0.002887334208935499,
21,0.005859375,0.004722333047538996,
22,0.47265625,0.021624709013849497,
23,0.0048828125,0.011581333819776773,
24,0.0048828125,0.010514541994780302,
25,0.01171875,0.007014957722276449,
26,0.015625,0.0027002496644854546,
27,0.00390625,0.002446874976158142,
28,0.01953125,0.003944749943912029,
29,0.47265625,0.017448790837079287,
30,0.0048828125,0.0085962088778615,
31,0.0048828125,0.008410749956965446,
32,0.01953125,0.004856458865106106,
33,0.015625,0.0015327907167375088,
34,0.00390625,0.0015855827368795872,
35,0.01953125,0.002924832981079817,
36,0.484375,0.01657920889556408,
37,0.005859375,0.008661834057420492,
38,0.0068359375,0.008479415904730558,
39,0.01171875,0.0050554173067212105,
40,0.0244140625,0.0016348748467862606,
41,0.0244140625,0.0015870830975472927,
42,0.005859375,0.003083624877035618,
43,0.48046875,0.01911337487399578,
44,0.0048828125,0.010263999924063683,
45,0.0048828125,0.009675333742052317,
46,0.01171875,0.00625274982303381,
47,0.015625,0.0022532083094120026,
48,0.01953125,0.0021162922494113445,
49,0.005859375,0.003495959099382162,
